student_id,TotalScore,BinaryScore,nb_Subs,nb_CompleteSubs,av_CompleteSubs,nb_PointsAwarded,av_styleLength,av_ErrorLength,av_nmbSuccessTests,av_subLength,av_DiffRatio,nb_MockSubs,av_MockSubs,av_CompletedDiffRatio,nb_CompleteImportance3Subs,av_CompleteImportance3DiffRatio,av_MockDiffratio,nb_MockSuccessTests,nb_JanuaryImportance3SuccessTests,avdiffDeadline.1,nmbrDecemberSubs,nmbrCompleteDecemberSubs,nmbrJanuarySubs,nmbrCompleteJanuarySubs,nmbrSuccessTestsJanuary,nbCompleteOnTimeSubs.1,nmbMorningSubsOnTIme,nmbDaySubsOnTIme,nmbNightSubsOnTIme,nmbrAlmostCheat.1,nmbrCheat.1,nmbrCheatOnTime.1,nmbMorningubsOnTImeCompleted,nmbDaySubsOnTImeCompleted,nmbNightSubsOnTImeCompleted,nmbMorningubsOnTImeCompleted.1,nmbDaySubsOnTImeCompleted.1,nmbNightSubsOnTImeCompleted.1,nbMorningCompleteSubs,nDayCompleteSubs,nbNightCompleteSubs,nbMorningSubs,nmbDaySubs,nmbNightSubs,nmbrOctoberSubs,nmbrCompleteOctoberSubs,avNmbrShort_05,avNmbrQuiteShort_075,avNmbrQuiteLong_15,avNmbrLong_2,avNmbrAroundSol_0.25,avStyleLengthCompltedSubsJanuary,avStyleLengthCompltedSubsOctober,avStyleLength,Avsubtime
b7978f4543f443b87bab5e9c4014f12e,6.2,1,327,85,0.26,933,108.05,30.73,5.57,767.06,1.2,0,0,1.44,0,0,0,0,0,0.86,327,52,239,68,1310,4,0,144,0,128,6,1,0,4,0,0,4,0,52,83,0,258,506,0,42,7,0.1,0.4,0.02,0.02,0.45,199,18,155.91,2.02E+11
cb066df03597ffe862fb917429c5e241,3.1,0,111,41,0.37,373,66.52,41.33,4.94,1870.2,1.43,6,0.05,2.59,5,0.36,0.32,5,5,0.78,282,49,89,9,636,25,0,303,0,176,37,13,0,25,0,0,25,0,0,137,0,0,709,0,99,15,0.17,0.46,0.02,0.02,0.24,104,18,237.87,2.02E+11
263bb00b9ef59bb5c0c4514f3e2e6296,3.2,0,76,23,0.3,1080,98.58,61.05,4.86,759.26,1.27,1,0.01,2.77,1,0.18,0.18,1,0,0.7,0,0,125,31,619,5,0,49,0,48,8,0,0,5,0,0,5,0,26,29,0,73,207,0,66,13,0.14,0.67,0,0.02,0.12,534,20,356.51,2.02E+11
4bd1135791ab4afe4d9f3215ea1705f8,3,0,25,19,0.76,890,28.16,22.88,6.28,586.56,4.66,0,0,6,0,0,0,0,0,3.76,3,3,0,0,0,12,0,44,0,18,3,1,0,12,0,0,12,0,2,33,0,3,81,0,20,15,0.6,0,0,0.1,0.3,0,20,245.26,2.02E+11
726b7a2d27d7cf498094124df70d2338,5.6,1,273,67,0.25,770,82.24,28.88,6.03,941.95,0.8,43,0.16,1.25,24,0.77,0.59,185,185,0.95,262,35,491,113,2711,25,0,306,0,157,26,2,0,25,0,0,25,0,45,173,4,204,1016,45,178,25,0.31,0.25,0,0.09,0.34,102,11,168.79,2.02E+11
cb066df03597ffe862fb917429c5e241,3.1,0,111,41,0.37,373,66.52,41.33,4.94,1870.2,1.43,6,0.05,2.59,5,0.36,0.32,5,5,0.78,282,49,89,9,636,25,0,303,0,176,37,13,0,25,0,0,25,0,0,137,0,0,709,0,99,15,0.17,0.46,0.02,0.02,0.24,104,18,237.87,2.02E+11
d53e56e38ef9333345da6eaeec255bfe,1.2,0,28,6,0.21,240,46,5.14,8.5,697.71,0.95,0,0,0.79,0,0,0,0,0,0.88,0,0,71,7,231,1,0,3,0,22,2,0,0,1,0,0,1,0,0,30,0,0,158,0,6,2,0.17,0,0,0,0.83,122,64,352.27,2.02E+11
8d5f1f070d7cae438b4fc23cf2f59eac,0.2,0,15,7,0.47,841,84.53,0,7,551.2,2.9,0,0,5.44,0,0,0,0,0,0.9,57,2,0,0,0,5,0,89,0,26,2,0,0,5,0,0,5,0,1,16,0,14,154,7,14,6,0.14,0.43,0,0.07,0.36,0,142,399.76,2.02E+11
cd3f31c00b35b19fefd635f1a2b89be6,3.25,0,18,3,0.17,253,11.78,1.78,4.89,597.56,0.7,1,0.06,0.57,0,0,0.23,6,0,0.33,78,0,25,2,45,4,0,18,0,7,2,1,0,4,0,0,4,0,0,8,0,0,145,0,6,1,1,0,0,0,0,0,0,263.5,2.02E+11
0b63670d2fbfa7fc90ca27884faa660b,4,0,48,4,0.08,269,41.5,45,3.56,1004.42,0.56,18,0.38,0.79,1,0.41,0.39,77,65,0.37,122,8,38,1,305,0,0,2,0,15,2,0,0,0,0,0,0,0,1,9,0,31,139,0,8,1,0.88,0.12,0,0,0,0,0,323.2,2.02E+11
cd637744f199213fb62205f9d4b02076,3.5,0,150,22,0.15,748,161.52,65.01,3.37,848.85,0.61,7,0.05,0.85,0,0,0.26,16,16,0.57,175,20,15,0,32,0,0,0,0,39,6,0,0,0,0,0,0,0,1,31,0,15,268,0,87,10,0.57,0.25,0,0.05,0.13,0,0,91.5,2.02E+11
ca6ae3e3002f2daddc942c0609e48f9f,3,0,115,12,0.1,315,85.88,12.17,3.27,458.71,0.88,1,0.01,1.17,0,0,0.05,5,0,0.68,0,0,1,0,5,0,0,0,0,7,5,0,0,0,0,0,0,0,0,12,0,9,106,0,92,12,0.6,0.14,0,0.1,0.14,0,0,0,2.02E+11
f7fb5ccaba6359e7c56a0e10e49afd12,6.5,1,137,19,0.14,1326,325.34,333.49,7.07,2200.64,0.88,62,0.45,0.97,0,0,0.74,688,0,0.79,289,15,49,8,152,14,0,125,131,169,0,0,0,5,9,0,5,9,0,30,50,0,376,559,74,12,0.41,0.05,0.01,0.04,0.36,198,0,540.45,2.02E+11
f48e83dd4c91e50a0990b2c1bd5e1b02,0,0,244,19,0.08,216,148.08,41.08,3.04,1068.9,0.58,26,0.11,0.84,2,0.14,0.69,157,157,0.66,272,8,470,26,1863,7,16,144,5,87,7,0,2,5,0,2,5,0,3,41,3,29,846,219,69,2,0.57,0.1,0,0.07,0.26,243,0,337.19,2.02E+11
75115b399a9102a633dc85e69770b3be,6.25,1,234,44,0.19,100,178.68,40.12,5.9,4415.26,1.1,72,0.31,1.14,16,1.42,1.4,911,911,1.53,57,11,502,60,3617,17,32,60,6,55,3,0,6,10,1,6,10,1,30,75,5,213,537,31,39,5,0.08,0.21,0.33,0.28,0.08,5463,0,3898.84,2.02E+11
9539f6db5fa42440719a928aab9947f3,5.5,1,94,22,0.23,114,76.13,48.6,4.09,1149.91,0.62,28,0.3,0.68,5,0.25,0.52,165,153,0.77,2,0,155,33,957,12,4,48,11,37,1,1,0,8,4,0,8,4,7,34,10,59,177,32,7,2,0,0.57,0,0,0.43,227,0,268.94,2.02E+11
b17d998e6aa8b0ea2b56fe6e2bdf12b7,7,1,104,16,0.15,170,122.46,34.62,3.03,1200.69,0.48,1,0.01,0.9,0,0,1.13,6,6,0.39,161,22,89,3,387,44,252,160,45,176,8,8,13,30,1,13,30,1,13,53,16,252,299,251,30,2,0.9,0.1,0,0,0,1240,0,545.22,2.02E+11
ff54eac4ed58315522318d64e4a27a48,3,0,31,11,0.35,120,191.48,28.65,3.35,710.19,0.87,2,0.06,1.03,0,0,0.29,6,6,0.56,6,4,66,13,351,0,0,0,1,8,1,0,0,0,0,0,0,0,3,25,3,6,68,19,1,1,0,1,0,0,0,228,0,325.81,2.02E+11
49f937d25b3b088e99fbd75499d9d55b,4,0,462,21,0.05,170,153.13,101.5,3.31,1457.55,0.6,196,0.42,0.84,2,0.14,0.45,767,581,0.4,602,38,362,7,1550,16,20,355,36,251,14,6,0,13,3,0,13,3,22,47,3,353,1227,36,24,1,1,0,0,0,0,82,0,333.39,2.02E+11
0f67c00699dd56b72388f9b7096c9273,3,0,24,3,0.13,164,249.17,34.17,2.71,2235,0.7,10,0.42,0.69,1,0.14,0.53,39,1,0.59,241,4,220,4,264,4,0,147,38,56,2,1,0,4,0,0,4,0,5,15,0,99,545,49,12,0,0.42,0.42,0,0,0.17,2131,0,1054.2,2.02E+11
2e44816bce3457a098c46886c3d5f73e,4,0,323,42,0.13,624,153.03,71.63,3.08,1339.58,0.63,76,0.24,1.26,0,0,0.47,286,208,0.71,309,21,271,15,1663,14,1,195,55,69,3,2,0,10,4,0,10,4,0,78,5,42,795,129,114,25,0.63,0.16,0,0.1,0.06,337,0,152.48,2.02E+11
f48e83dd4c91e50a0990b2c1bd5e1b02,0,0,244,19,0.08,216,148.08,41.08,3.04,1068.9,0.58,26,0.11,0.84,2,0.14,0.69,157,157,0.66,272,8,470,26,1863,7,16,144,5,87,7,0,2,5,0,2,5,0,3,41,3,29,846,219,69,2,0.57,0.1,0,0.07,0.26,243,0,337.19,2.02E+11
4fd42877fcb7aee12967dcb8f9532944,8.5,1,70,10,0.14,540,172.4,174.74,4.63,2010.63,0.41,31,0.44,0.66,7,0.76,0.49,217,150,1.03,87,0,206,19,1359,1,0,3,0,33,0,0,0,1,0,0,1,0,6,13,2,107,184,7,4,2,0.25,0,0,0,0.25,536,0,485.14,2.02E+11
cd49b1ba2cda6d3c2ed2985165c3b899,8,1,211,29,0.14,486,166.31,91.01,4.28,1990.48,0.66,36,0.17,0.82,9,0.89,0.64,400,341,0.17,464,44,219,34,1954,2,36,12,0,139,6,0,1,1,0,1,1,0,18,86,0,255,700,0,4,1,1,0,0,0,0,585,0,741.27,2.02E+11
bc94e0142fae95d399b085a43b686789,6.75,1,180,36,0.2,120,178.13,70.87,2.78,1274.78,0.76,17,0.09,0.92,5,1.15,0.6,31,1,0.47,367,22,262,47,1765,4,46,208,0,97,3,0,1,3,0,1,3,0,22,56,0,177,751,0,8,1,0.62,0.38,0,0,0,412,0,437.18,2.02E+11
9b2a203f1a5eb3a4a8160145141e781e,8.75,1,26,4,0.15,66,152.31,14.62,2.04,317.08,0.91,0,0,0.94,0,0,0,0,0,0.25,100,14,131,1,153,0,0,0,0,48,4,0,0,0,0,0,0,0,3,16,0,18,239,0,2,0,1,0,0,0,0,872,0,1488.84,2.02E+11
9bed6a8feec9751871b4be9c22b3a159,8,1,14,5,0.36,66,95.71,58,2.93,4026.86,0.5,7,0.5,0.69,3,0.53,0.36,24,22,0.8,53,12,42,4,161,19,3,75,0,11,0,0,0,19,0,0,19,0,4,34,0,34,138,0,1,0,0,0,0,0,1,2071,0,588.74,2.02E+11
8d85b6803e45303bcf821dea90b3a031,4,0,156,36,0.23,960,88.21,71.74,4.26,995.15,0.59,24,0.15,1.04,4,0.78,0.48,227,227,0.71,0,0,456,74,2983,0,0,0,0,99,2,0,0,0,0,0,0,0,6,71,16,34,379,124,81,19,0.31,0.48,0.02,0.06,0.12,451,0,359.01,2.02E+11
9877c49ce9fe65ec2132d18ba38c6d8d,9,1,196,40,0.2,373,222.27,55.73,3.12,2105.51,0.72,13,0.07,0.87,0,0,0.34,69,29,0.38,233,34,71,27,422,11,0,90,0,80,7,1,0,11,0,0,11,0,0,70,9,0,404,63,44,3,0.61,0.36,0,0,0.02,660,0,577.47,2.02E+11
362b41bc9fe47c9a90c3a3af90eb796c,6.5,1,21,2,0.1,83,164.19,170.48,2.33,1279.24,0.74,4,0.19,1.3,1,0.14,0.58,1,1,0.64,22,3,118,7,740,3,0,10,0,17,0,0,0,3,0,0,3,0,0,15,1,2,167,1,9,0,0.33,0.33,0,0,0.33,4550,0,2849.25,2.02E+11
0ef10f55e2de7b6b2c7a9bbceca1b52e,7,1,229,31,0.14,120,214.06,153.38,3.68,2250.48,0.61,92,0.4,0.78,18,0.79,0.74,451,142,0.5,981,65,218,28,1000,14,55,111,0,271,12,0,1,13,0,1,13,0,54,60,0,541,1053,0,7,2,0.14,0.86,0,0,0,705,0,738.18,2.02E+11
9059cac8ef91d4185a32df283f1861df,5,1,22,5,0.23,203,71.64,58.55,1.73,717.27,0.48,4,0.18,0.55,4,0.41,0.41,4,4,0.49,20,0,116,4,173,4,0,38,0,11,0,0,0,4,0,0,4,0,3,7,0,55,128,3,6,0,0.67,0.33,0,0,0,230,0,245.6,2.02E+11
165793ae4a9ad47cd4cc079fec75b8f1,8,1,129,18,0.14,100,163.75,146.2,5.72,2394.02,0.68,69,0.53,0.83,4,0.69,0.69,530,117,0.81,308,21,207,7,644,20,19,229,0,112,2,1,0,20,0,0,20,0,8,49,0,209,577,0,1,0,0,0,0,0,1,799,0,312.84,2.02E+11
54a1b5af63977d858d818a5141547485,6.25,1,134,15,0.11,83,230.66,162.24,2.66,1640.24,0.6,53,0.4,0.89,3,0.69,0.46,227,154,0.69,118,15,233,17,892,0,0,18,0,55,6,0,0,0,0,0,0,0,16,18,1,147,224,25,45,3,0.49,0.13,0,0,0.2,164,0,144.11,2.02E+11
2f840e664922cd5532a517b4ddc49f0d,3,0,283,28,0.1,120,301.8,105.95,2.96,3235.22,0.74,81,0.29,0.92,7,0.54,0.65,403,403,1.25,246,4,886,62,3851,0,0,0,0,159,11,0,0,0,0,0,0,0,4,29,34,98,626,417,9,1,0,0,0.11,0,0.67,340,0,363.22,2.02E+11
1b3389c4ef5d90bedb2a23843041ed68,4.75,0,114,30,0.26,837,152.39,64.18,4.49,1896.81,1.27,26,0.23,1.05,2,0.98,0.55,189,138,1.9,186,22,113,12,1077,15,46,56,0,56,1,0,2,13,0,2,13,0,15,44,21,154,223,153,31,9,0.26,0.16,0.03,0.42,0.13,724,0,246.85,2.02E+11
9d60b4d7a0c03e9d105a2b08900c27ed,5,1,37,3,0.08,100,25.51,27.03,5.08,2701.3,0.56,29,0.78,0.56,2,0.64,0.58,164,120,0.23,163,19,59,4,336,3,20,71,0,33,2,2,0,3,0,0,3,0,8,19,0,65,238,0,5,0,1,0,0,0,0,30,0,641.19,2.02E+11
a63e809e45b10d9b448eb0e42ef1dc30,5,1,42,2,0.05,111,120,109.14,3.67,1051.33,0.38,13,0.31,1.69,0,0,0.31,69,59,0.23,100,2,115,3,533,2,0,26,0,34,0,0,0,2,0,0,2,0,2,8,0,95,187,0,3,0,1,0,0,0,0,1809,0,749.6,2.02E+11
852e96e1c38699fa8cbba0a2efb70f2d,7,1,48,11,0.23,199,45.75,14.58,3.19,345.17,0.74,2,0.04,1.29,0,0,0.23,11,11,0.27,38,2,49,7,266,6,0,26,0,17,0,0,0,6,0,0,6,0,0,27,1,0,161,6,3,0,1,0,0,0,0,108,0,153.71,2.02E+11
4bad2737c0de0cc8e8e58ef64349b22a,3.5,0,115,13,0.11,286,141.7,110.89,4.23,2283.23,0.53,52,0.45,0.71,4,0.36,0.56,337,307,0.67,155,14,327,15,1672,0,2,4,0,90,4,0,0,0,0,0,0,0,2,33,1,78,507,10,16,2,0.5,0.12,0,0,0.38,386,0,399.78,2.02E+11
9da6695ac660014a49e424f50c51b6b5,5,1,70,8,0.11,50,104.29,100.57,2.84,1662.91,0.55,38,0.54,0.68,2,0.14,0.47,111,46,0.27,569,36,55,6,133,0,0,0,0,118,6,0,0,0,0,0,0,0,23,19,0,225,402,0,3,0,1,0,0,0,0,35,0,945.43,2.02E+11
2d8c37a5003f4ed6209e0381992f43e7,4.5,0,139,10,0.07,390,122.36,49.15,3.19,1233.5,0.51,37,0.27,0.64,0,0,0.27,121,86,0.36,343,14,280,2,1094,5,0,149,0,156,15,5,0,5,0,0,5,0,2,32,7,27,853,226,34,4,0.88,0,0,0,0.12,12,0,755.22,2.02E+11
c83a511876f24e048162de7e90c30ddb,3,0,35,9,0.26,120,55.66,18.17,3.6,509.94,0.96,1,0.03,0.94,1,1,1,1,1,0.48,0,0,50,10,205,0,0,0,0,8,2,0,0,0,0,0,0,0,2,9,0,8,44,0,2,1,1,0,0,0,0,188,0,171.27,2.02E+11
589158ddb501e841a6ae3e105d3a60d3,2.25,0,142,19,0.13,663,116.56,74.2,3.44,1133.86,0.71,29,0.2,0.91,2,0.71,0.52,115,0,0.69,308,32,2,1,27,0,0,14,0,36,4,0,0,0,0,0,0,0,20,27,0,179,238,0,61,7,0.51,0.21,0,0.07,0.21,156,0,387.49,2.02E+11
3ac71773a93aa5ce134297073f65e65c,3,0,62,15,0.24,356,81.03,35.81,3.63,374.65,0.8,0,0,1.22,0,0,0,0,0,0.8,0,0,9,5,24,6,0,72,0,7,0,0,0,6,0,0,6,0,0,21,0,0,134,0,53,10,0.43,0.15,0.08,0.04,0.26,122,0,214.48,2.02E+11
2f840e664922cd5532a517b4ddc49f0d,3,0,283,28,0.1,120,301.8,105.95,2.96,3235.22,0.74,81,0.29,0.92,7,0.54,0.65,403,403,1.25,246,4,886,62,3851,0,0,0,0,159,11,0,0,0,0,0,0,0,4,29,34,98,626,417,9,1,0,0,0.11,0,0.67,340,0,363.22,2.02E+11
c255d5ab87f0d4fc12f3c725df81195b,5,1,66,11,0.17,360,75.15,55.45,2.32,968.36,0.73,0,0,1.15,0,0,0,0,0,0.33,0,0,188,24,966,0,0,0,0,53,6,0,0,0,0,0,0,0,0,29,2,0,225,6,32,3,0.88,0.09,0,0,0.03,256,0,198.19,2.02E+11
8d85b6803e45303bcf821dea90b3a031,4,0,156,36,0.23,960,88.21,71.74,4.26,995.15,0.59,24,0.15,1.04,4,0.78,0.48,227,227,0.71,0,0,456,74,2983,0,0,0,0,99,2,0,0,0,0,0,0,0,6,71,16,34,379,124,81,19,0.31,0.48,0.02,0.06,0.12,451,0,359.01,2.02E+11
4bad2737c0de0cc8e8e58ef64349b22a,3.5,0,115,13,0.11,286,141.7,110.89,4.23,2283.23,0.53,52,0.45,0.71,4,0.36,0.56,337,307,0.67,155,14,327,15,1672,0,2,4,0,90,4,0,0,0,0,0,0,0,2,33,1,78,507,10,16,2,0.5,0.12,0,0,0.38,386,0,399.78,2.02E+11
bb33d46997db3c72f076c7017f82d29a,3.5,0,352,60,0.17,360,132.56,78.73,2.92,1122.34,0.6,69,0.2,1.37,4,0.63,0.37,317,168,0.62,262,33,429,19,1436,0,0,0,0,118,26,0,0,0,0,0,0,0,30,67,0,376,601,1,20,4,0.65,0.05,0,0.05,0.25,111,0,281.81,2.02E+11
ff095c82df21830b08192452e24e067d,4,0,194,25,0.13,265,88.72,55.84,3.38,917.18,0.65,24,0.12,0.8,0,0,0.39,141,141,0.53,402,26,235,18,1563,0,0,0,0,154,21,0,0,0,0,0,0,0,4,55,2,45,772,3,42,3,0.48,0.38,0,0,0.14,552,0,321.77,2.02E+11
68d3998b8e5a4e3feb881dd104f18913,2,0,247,28,0.11,406,144.47,87.37,3.59,1091.13,0.52,38,0.15,0.85,3,1.14,0.49,273,273,0.32,273,17,627,32,2458,15,26,266,0,230,7,4,1,14,0,1,14,0,3,70,0,153,1277,0,74,2,0.84,0.16,0,0,0,279,0,307.29,2.02E+11
1cb47fd06d680f02cde12fa919681ac2,5.5,1,56,12,0.21,83,255.79,76.29,2.77,944.71,0.63,3,0.05,0.86,0,0,0.26,15,0,0.26,0,0,248,47,1444,0,0,3,0,78,8,0,0,0,0,0,0,0,14,27,6,75,150,26,3,0,1,0,0,0,0,241,0,240.85,2.02E+11
b252a94dd5c51487dcfde2482770f0a4,0.5,0,112,16,0.14,120,213.39,36.32,3.61,647.21,0.87,0,0,0.97,0,0,0,0,0,0.46,0,0,225,21,794,6,0,14,0,32,8,0,0,6,0,0,6,0,0,25,3,0,275,40,7,1,0.71,0.29,0,0,0,128,0,174.29,2.02E+11
e7c7d247c6b9c1ba32cdc279c5ed3aa7,9.5,1,96,27,0.28,1573,130.71,98.33,4.98,3166.75,0.86,55,0.57,1.15,10,0.62,0.76,330,116,1.45,58,9,257,42,2321,14,0,53,23,53,2,2,0,12,2,0,12,2,9,64,15,16,328,92,24,15,0.08,0.33,0,0.29,0.08,607,36,363.73,2.02E+11
c61aa89c6acf0f0f03a807c9c360de1d,8.75,1,149,30,0.2,1529,94.98,83.68,5.77,3436.35,0.82,62,0.42,1.14,11,1.44,0.97,537,316,0.69,84,10,93,21,723,27,0,155,32,64,5,1,0,21,6,0,21,6,4,74,15,25,399,69,86,19,0.33,0.28,0.02,0.01,0.35,996,30,613.42,2.02E+11
af7831fc58d3d823584f6e71a4620e00,7.75,1,87,16,0.18,1296,156.83,147.26,5.78,2828.69,0.6,56,0.64,0.72,5,0.4,0.64,387,29,0.8,164,6,100,7,439,9,0,186,6,126,4,0,0,9,0,0,9,0,10,51,0,20,800,6,37,10,0.32,0.03,0,0.03,0.62,519,19,173.7,2.02E+11
e38e1c7952ce1bf8c772d96ca5e7c364,7.5,1,120,29,0.24,1364,40.87,20.83,3.72,935.57,0.83,7,0.06,0.94,1,0.81,0.66,33,9,0.85,349,38,143,17,920,29,73,479,38,239,14,6,2,20,7,2,20,7,12,101,13,171,1013,117,127,26,0.24,0.06,0.03,0.01,0.62,604,70,674.89,2.02E+11
e8ee05ab939ba54b3145d98b8cc9ca10,9,1,50,11,0.22,100,174.4,87.84,3.72,981.12,0.61,17,0.34,1.15,0,0,0.37,78,6,0.65,40,3,7,1,23,0,0,17,5,26,3,0,0,0,0,0,0,0,0,19,11,0,141,53,43,10,0.49,0.26,0,0.02,0.19,0,169,410.4,2.02E+11
584ae28eda2369cd254fe3205f6300c3,7.25,1,254,42,0.17,353,164.41,100.46,4.66,2769.81,0.62,105,0.41,0.67,7,0.52,0.77,736,161,0.6,0,0,816,75,4138,0,0,47,6,136,18,0,0,0,0,0,0,0,0,72,21,71,594,306,68,14,0.5,0.26,0,0.01,0.19,535,94,457.59,2.02E+11
f5f9f366fb533b8cd5f7f4f4284bf33b,7,1,65,19,0.29,1620,45.54,24.25,4.86,1983.2,0.71,13,0.2,0.91,2,1.13,0.69,126,2,0.6,38,2,177,4,587,2,4,7,29,102,2,0,0,0,2,0,0,2,0,32,13,9,219,262,40,15,0.68,0.1,0,0.08,0.15,0,41,261.87,2.02E+11
0d6760b38e52aa80c85686d5e8d3ce01,5.5,1,130,18,0.14,1582,87.51,41.57,4.32,1892.22,0.6,33,0.25,1.55,1,0.55,0.71,311,19,0.82,360,7,64,2,357,10,0,281,51,75,1,0,0,10,0,0,10,0,0,32,9,0,755,132,82,14,0.52,0.17,0.01,0.05,0.22,0,85,1052.98,2.02E+11
a6b1010af4fc455ee5abb604dcf918f7,6.5,1,232,19,0.08,603,97.76,31.03,3.31,539.72,0.5,36,0.16,0.83,0,0,0.18,138,0,0.33,76,5,9,1,56,12,0,227,12,81,5,1,0,12,0,0,12,0,1,48,4,2,513,48,151,9,0.74,0.26,0,0,0,0,62,430.42,2.02E+11
3931eae4cdc0412af1a5f55122c10d61,2,0,85,44,0.52,1348,111.72,57.08,3.45,2928.56,0.79,0,0,0.99,0,0,0,0,0,1.22,166,36,24,18,218,58,52,240,30,110,6,4,10,40,8,10,40,8,19,116,18,71,516,117,56,20,0.41,0.16,0,0.04,0.39,92,47,431.92,2.02E+11
eee2c576a5ab73f945b6edb32219b192,4.5,0,78,13,0.17,240,247.38,73.08,3.41,567.54,0.59,0,0,0.71,0,0,0,0,0,0.38,204,28,27,2,327,1,0,28,7,63,3,0,0,0,1,0,0,1,4,37,2,35,290,15,11,2,1,0,0,0,0,1132,108,262.33,2.02E+11
3c8ae9ab5e5526114477e99179a8ad12,0.5,0,467,87,0.19,1654,216.51,122.54,3.54,1769.88,0.87,51,0.11,1.11,0,0,1.06,314,253,0.88,87,8,325,58,1522,49,1,194,46,95,8,3,0,46,3,0,46,3,4,161,23,39,745,208,255,40,0.49,0.14,0.06,0.12,0.16,69,84,121.77,2.02E+11
1e376f963d322d0143758005f37fa0bc,1.5,0,737,132,0.18,3292,204.73,128.72,3.51,2333.44,1.06,165,0.22,0.81,31,0.73,0.97,1004,322,0.87,1763,95,1409,116,6325,28,85,737,6,403,67,20,2,25,1,2,25,1,47,247,9,912,3223,86,216,46,0.4,0.23,0,0.14,0.22,744,185,531.13,2.02E+11
a357f1dc55f01a1aca48bba495f91521,5,1,79,31,0.39,1816,94.84,42.13,5.24,1703.49,0.88,8,0.1,1.08,0,0,1.04,98,0,0.78,0,0,377,28,1776,0,0,0,8,73,1,0,0,0,0,0,0,0,9,49,2,71,422,31,65,18,0.38,0.28,0.05,0.05,0.25,712,127,440.53,2.02E+11
e63a86d19edf6ea36fcbb8a450e21959,2.5,0,264,47,0.18,1875,144.29,40.67,3.64,1170.42,0.6,16,0.06,0.8,2,1.17,0.49,140,135,0.51,150,9,397,43,2330,52,113,381,190,182,8,1,6,23,23,6,23,23,11,77,39,158,893,342,106,18,0.68,0.09,0.01,0.01,0.21,187,117,231.15,2.02E+11
